row_id,category,product_type,mounting,sku,is_pricing_rule,price,currency,dimensions_raw,length_mm,width_mm,height_mm,diameter_mm,depth_mm,dims_source,power_w,power_w_per_m,power_w_options,power_w_per_m_options,lumen,ip_rating,cct_k,cct_k_min,cct_k_max,cct_placeholder,voltage_min_v,voltage_max_v,voltage_type,frequency_min_hz,frequency_max_hz,constant_voltage_v,beam_deg,beam_source,dimming,note,search_text,sku_occurrence,sku_key,missing_fields,has_missing_fields
981,LED ALUSTRIP 14.5,strip_light,,NSL-ALSTR-GL-14.5W/M-XXK-SMD-IP65,False,92.0,,1000*15*9,1000.0,15.0,9.0,,,dimensions_raw,,14.5,,,,IP65,,,,XXK,,,,,,,,,,,LED ALUSTRIP 14.5 | NSL-ALSTR-GL-14.5W/M-XXK-SMD-IP65 | 1000*15*9 | 14.5W/M | 1100LW/M | 92.0 | IP65,1,NSL-ALSTR-GL-14.5W/M-XXK-SMD-IP65,lumen;voltage,True
982,LED ALUSTRIP 14.5,strip_light,,NSL-ALSTR-GL-14.5W/M-RGB-SMD-IP65,False,110.0,,1000*15*9,1000.0,15.0,9.0,,,dimensions_raw,,14.5,,,,IP65,,,,,,,,,,,,,,,LED ALUSTRIP 14.5 | NSL-ALSTR-GL-14.5W/M-RGB-SMD-IP65 | 1000*15*9 | 14.5W/M | 1100LW/M | 110.0 | IP65,1,NSL-ALSTR-GL-14.5W/M-RGB-SMD-IP65,lumen;cct;voltage,True
986,LED CYLINDER LIGHT,led_cylinder,,NSL-CY-10W-XXK-COB-TD-AT-IP65,False,250.0,,W160 H250,,160.0,250.0,,,dimensions_raw,10.0,,,,1400.0,IP65,,,,XXK,,,,,,,,,,ترايدونك اوربي,LED CYLINDER LIGHT | NSL-CY-10W-XXK-COB-TD-AT-IP65 | W160 H250 | 10 | 1400 | 250.0 | ترايدونك اوربي | IP65,1,NSL-CY-10W-XXK-COB-TD-AT-IP65,voltage,True
987,LED CYLINDER LIGHT,led_cylinder,,NSL-CY-10W-XXK-COB-NS-IP65,False,250.0,,W160 H250,,160.0,250.0,,,dimensions_raw,10.0,,,,1400.0,IP65,,,,XXK,,,,,,,,,,,LED CYLINDER LIGHT | NSL-CY-10W-XXK-COB-NS-IP65 | W160 H250 | 10 | 1400 | 250.0 | IP65,1,NSL-CY-10W-XXK-COB-NS-IP65,voltage,True
988,LED CYLINDER LIGHT,led_cylinder,,NSL-CY-15W-XXK-COB-TD-AT-IP65,False,250.0,,W160 H250,,160.0,250.0,,,dimensions_raw,15.0,,,,2100.0,IP65,,,,XXK,,,,,,,,,,ترايدونك اوربي,LED CYLINDER LIGHT | NSL-CY-15W-XXK-COB-TD-AT-IP65 | W160 H250 | 15 | 2100 | 250.0 | ترايدونك اوربي | IP65,1,NSL-CY-15W-XXK-COB-TD-AT-IP65,voltage,True
989,LED CYLINDER LIGHT,led_cylinder,,NSL-CY-15W-XXK-COB-NS-IP65,False,250.0,,W160 H250,,160.0,250.0,,,dimensions_raw,15.0,,,,2100.0,IP65,,,,XXK,,,,,,,,,,,LED CYLINDER LIGHT | NSL-CY-15W-XXK-COB-NS-IP65 | W160 H250 | 15 | 2100 | 250.0 | IP65,1,NSL-CY-15W-XXK-COB-NS-IP65,voltage,True
990,LED CYLINDER LIGHT,led_cylinder,,NSL-CY-20W-XXK-COB-TD-AT-IP65,False,250.0,,W160 H250,,160.0,250.0,,,dimensions_raw,20.0,,,,2800.0,IP65,,,,XXK,,,,,,,,,,ترايدونك اوربي,LED CYLINDER LIGHT | NSL-CY-20W-XXK-COB-TD-AT-IP65 | W160 H250 | 20 | 2800 | 250.0 | ترايدونك اوربي | IP65,1,NSL-CY-20W-XXK-COB-TD-AT-IP65,voltage,True
991,LED CYLINDER LIGHT,led_cylinder,,NSL-CY-20W-XXK-COB-NS-IP65,False,250.0,,W160 H250,,160.0,250.0,,,dimensions_raw,20.0,,,,2800.0,IP65,,,,XXK,,,,,,,,,,,LED CYLINDER LIGHT | NSL-CY-20W-XXK-COB-NS-IP65 | W160 H250 | 20 | 2800 | 250.0 | IP65,1,NSL-CY-20W-XXK-COB-NS-IP65,voltage,True
992,LED CYLINDER LIGHT,led_cylinder,,NSL-CY-25W-XXK-COB-TD-AT-IP65,False,250.0,,W160 H250,,160.0,250.0,,,dimensions_raw,25.0,,,,3500.0,IP65,,,,XXK,,,,,,,,,,ترايدونك اوربي,LED CYLINDER LIGHT | NSL-CY-25W-XXK-COB-TD-AT-IP65 | W160 H250 | 25 | 3500 | 250.0 | ترايدونك اوربي | IP65,1,NSL-CY-25W-XXK-COB-TD-AT-IP65,voltage,True
993,LED CYLINDER LIGHT,led_cylinder,,NSL-CY-25W-XXK-COB-NS-IP65,False,250.0,,W160 H250,,160.0,250.0,,,dimensions_raw,25.0,,,,3500.0,IP65,,,,XXK,,,,,,,,,,,LED CYLINDER LIGHT | NSL-CY-25W-XXK-COB-NS-IP65 | W160 H250 | 25 | 3500 | 250.0 | IP65,1,NSL-CY-25W-XXK-COB-NS-IP65,voltage,True
994,LED CYLINDER LIGHT,led_cylinder,,NSL-CY-30W-XXK-COB-TD-AT-IP65,False,250.0,,W160 H250,,160.0,250.0,,,dimensions_raw,30.0,,,,4200.0,IP65,,,,XXK,,,,,,,,,,ترايدونك اوربي,LED CYLINDER LIGHT | NSL-CY-30W-XXK-COB-TD-AT-IP65 | W160 H250 | 30 | 4200 | 250.0 | ترايدونك اوربي | IP65,1,NSL-CY-30W-XXK-COB-TD-AT-IP65,voltage,True
995,LED CYLINDER LIGHT,led_cylinder,,NSL-CY-30W-XXK-COB-NS-IP65,False,250.0,,W160 H250,,160.0,250.0,,,dimensions_raw,30.0,,,,4200.0,IP65,,,,XXK,,,,,,,,,,,LED CYLINDER LIGHT | NSL-CY-30W-XXK-COB-NS-IP65 | W160 H250 | 30 | 4200 | 250.0 | IP65,1,NSL-CY-30W-XXK-COB-NS-IP65,voltage,True
996,LED CYLINDER LIGHT,led_cylinder,,NSL-CY-20W-XXK-COB-TD-AT-DALI-IP65,False,350.0,,,,,,,,,20.0,,,,,IP65,,,,XXK,,,,,,,,,DALI,,LED CYLINDER LIGHT | NSL-CY-20W-XXK-COB-TD-AT-DALI-IP65 | 350.0 | IP65 | DALI,1,NSL-CY-20W-XXK-COB-TD-AT-DALI-IP65,dimensions;lumen;voltage,True
1000,LED CYLINDER LIGHT ADJ,led_cylinder,,NSL-CY-ADJ-10W-XXK-COB-TD-AT-IP65,False,270.0,,,,,,,,,10.0,,,,,IP65,,,,XXK,,,,,,,,,,ترايدونك اوربي,LED CYLINDER LIGHT ADJ | NSL-CY-ADJ-10W-XXK-COB-TD-AT-IP65 | 270.0 | ترايدونك اوربي | IP65,1,NSL-CY-ADJ-10W-XXK-COB-TD-AT-IP65,dimensions;lumen;voltage,True
1001,LED CYLINDER LIGHT ADJ,led_cylinder,,NSL-CY-ADJ-10W-XXK-COB-NS-IP65,False,270.0,,,,,,,,,10.0,,,,,IP65,,,,XXK,,,,,,,,,,,LED CYLINDER LIGHT ADJ | NSL-CY-ADJ-10W-XXK-COB-NS-IP65 | 270.0 | IP65,1,NSL-CY-ADJ-10W-XXK-COB-NS-IP65,dimensions;lumen;voltage,True
1002,LED CYLINDER LIGHT ADJ,led_cylinder,,NSL-CY-ADJ-15W-XXK-COB-TD-AT-IP65,False,270.0,,,,,,,,,15.0,,,,,IP65,,,,XXK,,,,,,,,,,ترايدونك اوربي,LED CYLINDER LIGHT ADJ | NSL-CY-ADJ-15W-XXK-COB-TD-AT-IP65 | 270.0 | ترايدونك اوربي | IP65,1,NSL-CY-ADJ-15W-XXK-COB-TD-AT-IP65,dimensions;lumen;voltage,True
1003,LED CYLINDER LIGHT ADJ,led_cylinder,,NSL-CY-ADJ-15W-XXK-COB-NS-IP65,False,270.0,,,,,,,,,15.0,,,,,IP65,,,,XXK,,,,,,,,,,,LED CYLINDER LIGHT ADJ | NSL-CY-ADJ-15W-XXK-COB-NS-IP65 | 270.0 | IP65,1,NSL-CY-ADJ-15W-XXK-COB-NS-IP65,dimensions;lumen;voltage,True
1004,LED CYLINDER LIGHT ADJ,led_cylinder,,NSL-CY-ADJ-20W-XXK-COB-TD-AT-IP65,False,270.0,,,,,,,,,20.0,,,,,IP65,,,,XXK,,,,,,,,,,ترايدونك اوربي,LED CYLINDER LIGHT ADJ | NSL-CY-ADJ-20W-XXK-COB-TD-AT-IP65 | 270.0 | ترايدونك اوربي | IP65,1,NSL-CY-ADJ-20W-XXK-COB-TD-AT-IP65,dimensions;lumen;voltage,True
1005,LED CYLINDER LIGHT ADJ,led_cylinder,,NSL-CY-ADJ-20W-XXK-COB-NS-IP65,False,270.0,,,,,,,,,20.0,,,,,IP65,,,,XXK,,,,,,,,,,,LED CYLINDER LIGHT ADJ | NSL-CY-ADJ-20W-XXK-COB-NS-IP65 | 270.0 | IP65,1,NSL-CY-ADJ-20W-XXK-COB-NS-IP65,dimensions;lumen;voltage,True
1006,LED CYLINDER LIGHT ADJ,led_cylinder,,NSL-CY-ADJ-25W-XXK-COB-TD-AT-IP65,False,270.0,,,,,,,,,25.0,,,,,IP65,,,,XXK,,,,,,,,,,ترايدونك اوربي,LED CYLINDER LIGHT ADJ | NSL-CY-ADJ-25W-XXK-COB-TD-AT-IP65 | 270.0 | ترايدونك اوربي | IP65,1,NSL-CY-ADJ-25W-XXK-COB-TD-AT-IP65,dimensions;lumen;voltage,True
1007,LED CYLINDER LIGHT ADJ,led_cylinder,,NSL-CY-ADJ-25W-XXK-COB-NS-IP65,False,270.0,,,,,,,,,25.0,,,,,IP65,,,,XXK,,,,,,,,,,,LED CYLINDER LIGHT ADJ | NSL-CY-ADJ-25W-XXK-COB-NS-IP65 | 270.0 | IP65,1,NSL-CY-ADJ-25W-XXK-COB-NS-IP65,dimensions;lumen;voltage,True
1008,LED CYLINDER LIGHT ADJ,led_cylinder,,NSL-CY-ADJ-30W-XXK-COB-TD-AT-IP65,False,270.0,,,,,,,,,30.0,,,,,IP65,,,,XXK,,,,,,,,,,ترايدونك اوربي,LED CYLINDER LIGHT ADJ | NSL-CY-ADJ-30W-XXK-COB-TD-AT-IP65 | 270.0 | ترايدونك اوربي | IP65,1,NSL-CY-ADJ-30W-XXK-COB-TD-AT-IP65,dimensions;lumen;voltage,True
1009,LED CYLINDER LIGHT ADJ,led_cylinder,,NSL-CY-ADJ-30W-XXK-COB-NS-IP65,False,270.0,,,,,,,,,30.0,,,,,IP65,,,,XXK,,,,,,,,,,,LED CYLINDER LIGHT ADJ | NSL-CY-ADJ-30W-XXK-COB-NS-IP65 | 270.0 | IP65,1,NSL-CY-ADJ-30W-XXK-COB-NS-IP65,dimensions;lumen;voltage,True
1013,LED CYLINDER LIGHT V2,led_cylinder,,NSL-CY-20W-XX-COB-TD-AT-IP20,False,250.0,,130x130x152,130.0,130.0,152.0,,,dimensions_raw,20.0,,,,3000.0,IP20,,,,,,,,,,,,,,ترايدونك اوربي يجب اضافة سعر البدي من السوق المحلي,LED CYLINDER LIGHT V2 | NSL-CY-20W-XX-COB-TD-AT-IP20 | 130x130x152 | 20 | 3000 | 250.0 | ترايدونك اوربي يجب اضافة سعر البدي من السوق المحلي | IP20,1,NSL-CY-20W-XX-COB-TD-AT-IP20,cct;voltage,True
1014,LED CYLINDER LIGHT V2,led_cylinder,,NSL-CY-20W-XX-COB-NS-IP20,False,222.0,,130x130x152,130.0,130.0,152.0,,,dimensions_raw,20.0,,,,3000.0,IP20,,,,,,,,,,,,,,,LED CYLINDER LIGHT V2 | NSL-CY-20W-XX-COB-NS-IP20 | 130x130x152 | 20 | 3000 | 222.0 | IP20,1,NSL-CY-20W-XX-COB-NS-IP20,cct;voltage,True
1015,LED CYLINDER LIGHT V2,led_cylinder,,NSL-CY-20W-XX-COB-TD-AT-DALI-IP20,False,320.0,,,,,,,,,20.0,,,,,IP20,,,,,,,,,,,,,DALI,,LED CYLINDER LIGHT V2 | NSL-CY-20W-XX-COB-TD-AT-DALI-IP20 | 320.0 | IP20 | DALI,1,NSL-CY-20W-XX-COB-TD-AT-DALI-IP20,dimensions;lumen;cct;voltage,True
1019,LED CYLINDER LIGHT V3K,led_cylinder,,NSL-CY-V3K-10W-XXK-COB-NS-IP20,False,125.0,,"D: 95 , H: 125",,,,,,,10.0,,,,,IP20,,,,XXK,,,,,,,,,,,"LED CYLINDER LIGHT V3K | NSL-CY-V3K-10W-XXK-COB-NS-IP20 | D: 95 , H: 125 | 10 | 125.0 | IP20",1,NSL-CY-V3K-10W-XXK-COB-NS-IP20,lumen;voltage,True
1020,LED CYLINDER LIGHT V3K,led_cylinder,,NSL-CY-V3K-15W-XXK-COB-NS-IP20,False,125.0,,"D: 95 , H: 125",,,,,,,15.0,,,,,IP20,,,,XXK,,,,,,,,,,,"LED CYLINDER LIGHT V3K | NSL-CY-V3K-15W-XXK-COB-NS-IP20 | D: 95 , H: 125 | 15 | 125.0 | IP20",1,NSL-CY-V3K-15W-XXK-COB-NS-IP20,lumen;voltage,True
1021,LED CYLINDER LIGHT V3K,led_cylinder,,NSL-CY-V3K-XW-XXK-COB-TD-AT-DALI-IP20,False,225.0,,"D: 95 , H: 125",,,,,,,,,,,,IP20,,,,XXK,,,,,,,,,DALI,,"LED CYLINDER LIGHT V3K | NSL-CY-V3K-XW-XXK-COB-TD-AT-DALI-IP20 | D: 95 , H: 125 | 225.0 | IP20 | DALI",1,NSL-CY-V3K-XW-XXK-COB-TD-AT-DALI-IP20,power;lumen;voltage,True
1025,LED STAIR WAY LIGHT C,led_stair,,NSL-STAIR-5W-XX,False,190.0,,W65 L27.5,,,,,,,5.0,,,,1200.0,,,,,,,,,,,,,,,,LED STAIR WAY LIGHT C | NSL-STAIR-5W-XX | W65 L27.5 | 10w/m | 1200 | 190.0,1,NSL-STAIR-5W-XX,ip_rating;cct;voltage,True
1026,LED STAIR WAY LIGHT C,led_stair,,NSL-STAIR-SD-2W/MODULE-XXK-NS-IP67,False,150.0,,,,,,,,,,2.0,,,,IP67,,,,XXK,,,,,,,,,,,LED STAIR WAY LIGHT C | NSL-STAIR-SD-2W/MODULE-XXK-NS-IP67 | 150.0 | IP67,1,NSL-STAIR-SD-2W/MODULE-XXK-NS-IP67,dimensions;lumen;voltage,True
1027,LED STAIR WAY LIGHT C,led_stair,,NSL-STAIR-SD-2W/MODULE-XXK-TD-CN-IP67,False,270.0,,,,,,,,,,2.0,,,,IP67,,,,XXK,,,,,,,,,,,LED STAIR WAY LIGHT C | NSL-STAIR-SD-2W/MODULE-XXK-TD-CN-IP67 | 270.0 | IP67,1,NSL-STAIR-SD-2W/MODULE-XXK-TD-CN-IP67,dimensions;lumen;voltage,True
1031,LED TRACK LIGHT,track_light,,NSL-TL-134-T3-15W-XXK-TD-AT-IP20,False,375.0,,W49 L127,,,,,,,15.0,,,,1425.0,IP20,,,,XXK,,,,,,,,,,من السوق المحلي,LED TRACK LIGHT | NSL-TL-134-T3-15W-XXK-TD-AT-IP20 | W49 L127 | 15 | 1425 | 375.0 | من السوق المحلي | IP20,1,NSL-TL-134-T3-15W-XXK-TD-AT-IP20,voltage,True
1032,LED TRACK LIGHT,track_light,,NSL-TL-134-T3-15W-XXK-NS-IP20,False,220.0,,W49 L127,,,,,,,15.0,,,,1425.0,IP20,,,,XXK,,,,,,,,,,,LED TRACK LIGHT | NSL-TL-134-T3-15W-XXK-NS-IP20 | W49 L127 | 15 | 1425 | 220.0 | IP20,1,NSL-TL-134-T3-15W-XXK-NS-IP20,voltage,True
1033,LED TRACK LIGHT,track_light,,NSL-TL-134-T3-25W-XXK-TD-AT-IP20,False,220.0,,W49 L127,,,,,,,25.0,,,,2375.0,IP20,,,,XXK,,,,,,,,,,,LED TRACK LIGHT | NSL-TL-134-T3-25W-XXK-TD-AT-IP20 | W49 L127 | 25 | 2375 | 220.0 | IP20,1,NSL-TL-134-T3-25W-XXK-TD-AT-IP20,voltage,True
1034,LED TRACK LIGHT,track_light,,NSL-TL-134-T3-25W-XXK-NS-IP20,False,200.0,,W49 L127,,,,,,,25.0,,,,2375.0,IP20,,,,XXK,,,,,,,,,,,LED TRACK LIGHT | NSL-TL-134-T3-25W-XXK-NS-IP20 | W49 L127 | 25 | 2375 | 200.0 | IP20,1,NSL-TL-134-T3-25W-XXK-NS-IP20,voltage,True
1035,LED TRACK LIGHT,track_light,,NSL-TL-134-T3-30W-XXK-TD-AT-IP20,False,220.0,,W49 L127,,,,,,,30.0,,,,2850.0,IP20,,,,XXK,,,,,,,,,,,LED TRACK LIGHT | NSL-TL-134-T3-30W-XXK-TD-AT-IP20 | W49 L127 | 30 | 2850 | 220.0 | IP20,1,NSL-TL-134-T3-30W-XXK-TD-AT-IP20,voltage,True
1036,LED TRACK LIGHT,track_light,,NSL-TL-134-T3-30W-XXK-NS-IP20,False,200.0,,W49 L127,,,,,,,30.0,,,,2850.0,IP20,,,,XXK,,,,,,,,,,,LED TRACK LIGHT | NSL-TL-134-T3-30W-XXK-NS-IP20 | W49 L127 | 30 | 2850 | 200.0 | IP20,1,NSL-TL-134-T3-30W-XXK-NS-IP20,voltage,True
1037,LED TRACK LIGHT,track_light,,NSL-TL-134-T3-40W-XXK-NS-IP20,False,250.0,,W49 L127,,,,,,,30.0,,,,2850.0,IP20,,,,XXK,,,,,,,,,,,LED TRACK LIGHT | NSL-TL-134-T3-40W-XXK-NS-IP20 | W49 L127 | 30 | 2850 | 250.0 | IP20,1,NSL-TL-134-T3-40W-XXK-NS-IP20,voltage,True
1038,LED TRACK LIGHT,track_light,,NSL-TL-134-T3-40W-XXK-TD-AT-IP20,False,275.0,,W49 L127,,,,,,,30.0,,,,2850.0,IP20,,,,XXK,,,,,,,,,,,LED TRACK LIGHT | NSL-TL-134-T3-40W-XXK-TD-AT-IP20 | W49 L127 | 30 | 2850 | 275.0 | IP20,1,NSL-TL-134-T3-40W-XXK-TD-AT-IP20,voltage,True
1039,LED TRACK LIGHT,track_light,,NSL-TL-134-T3-40W-XXK-TD-AT-Dali-IP20,False,350.0,,W49 L127,,,,,,,30.0,,,,2850.0,IP20,,,,XXK,,,,,,,,,DALI,,LED TRACK LIGHT | NSL-TL-134-T3-40W-XXK-TD-AT-Dali-IP20 | W49 L127 | 30 | 2850 | 350.0 | IP20 | DALI,1,NSL-TL-134-T3-40W-XXK-TD-AT-Dali-IP20,voltage,True
1043,LED EXIT LIGHT SINGLE FACE,exit_light,,NSL-EXIT-S-SM-5W-HIP-DON-DF-IP20,False,275.0,,W335 H22 D45,,335.0,22.0,45.0,,dimensions_raw,5.0,,,,,IP20,,,,,,,,,,,,,,,LED EXIT LIGHT SINGLE FACE | NSL-EXIT-S-SM-5W-HIP-DON-DF-IP20 | W335 H22 D45 | 5 | 275.0 | IP20,1,NSL-EXIT-S-SM-5W-HIP-DON-DF-IP20__1,lumen;cct;voltage,True
1044,LED EXIT LIGHT SINGLE FACE,exit_light,,NSL-EXIT-S-RE-5W-HIP-DON-DF-IP20,False,275.0,,W335 H22 D45,,335.0,22.0,45.0,,dimensions_raw,5.0,,,,,IP20,,,,,,,,,,,,,,,LED EXIT LIGHT SINGLE FACE | NSL-EXIT-S-RE-5W-HIP-DON-DF-IP20 | W335 H22 D45 | 5 | 275.0 | IP20,1,NSL-EXIT-S-RE-5W-HIP-DON-DF-IP20,lumen;cct;voltage,True
1045,LED EXIT LIGHT SINGLE FACE,exit_light,,NSL-EXIT-S-WM-5W-HIP-DON-DF-IP20,False,275.0,,W335 H22 D45,,335.0,22.0,45.0,,dimensions_raw,5.0,,,,,IP20,,,,,,,,,,,,,,,LED EXIT LIGHT SINGLE FACE | NSL-EXIT-S-WM-5W-HIP-DON-DF-IP20 | W335 H22 D45 | 5 | 275.0 | IP20,1,NSL-EXIT-S-WM-5W-HIP-DON-DF-IP20,lumen;cct;voltage,True
1046,LED EXIT LIGHT SINGLE FACE,exit_light,,NSL-EXIT-S-SM-5W-HIP-DON-DF-IP40,False,295.0,,W335 H22 D45,,335.0,22.0,45.0,,dimensions_raw,5.0,,,,,IP40,,,,,,,,,,,,,,,LED EXIT LIGHT SINGLE FACE | NSL-EXIT-S-SM-5W-HIP-DON-DF-IP40 | W335 H22 D45 | 5 | 295.0 | IP40,1,NSL-EXIT-S-SM-5W-HIP-DON-DF-IP40,lumen;cct;voltage,True
1047,LED EXIT LIGHT SINGLE FACE,exit_light,,NSL-EXIT-S-RE-5W-HIP-DON-DF-IP40,False,295.0,,W335 H22 D45,,335.0,22.0,45.0,,dimensions_raw,5.0,,,,,IP40,,,,,,,,,,,,,,,LED EXIT LIGHT SINGLE FACE | NSL-EXIT-S-RE-5W-HIP-DON-DF-IP40 | W335 H22 D45 | 5 | 295.0 | IP40,1,NSL-EXIT-S-RE-5W-HIP-DON-DF-IP40,lumen;cct;voltage,True
1048,LED EXIT LIGHT SINGLE FACE,exit_light,,NSL-EXIT-S-WM-5W-HIP-DON-DF-IP40,False,295.0,,W335 H22 D45,,335.0,22.0,45.0,,dimensions_raw,5.0,,,,,IP40,,,,,,,,,,,,,,,LED EXIT LIGHT SINGLE FACE | NSL-EXIT-S-WM-5W-HIP-DON-DF-IP40 | W335 H22 D45 | 5 | 295.0 | IP40,1,NSL-EXIT-S-WM-5W-HIP-DON-DF-IP40,lumen;cct;voltage,True
1049,LED EXIT LIGHT SINGLE FACE,exit_light,,IP65,True,50.0,,,,,,,,,,,,,,IP65,,,,,,,,,,,,,,,LED EXIT LIGHT SINGLE FACE | IP65 | 50.0 | IP65,11,IP65__11,dimensions;power;lumen;cct;voltage,True
1052,LED EXIT LIGHT DOUBLE FACE,exit_light,,NSL-EXIT-D-SM-5W-HIP-DON-DF-IP20,False,385.0,,W335 H22 D45,,335.0,22.0,45.0,,dimensions_raw,5.0,,,,,IP20,,,,,,,,,,,,,,,LED EXIT LIGHT DOUBLE FACE | NSL-EXIT-D-SM-5W-HIP-DON-DF-IP20 | W335 H22 D45 | 5 | 385.0 | IP20,1,NSL-EXIT-D-SM-5W-HIP-DON-DF-IP20__1,lumen;cct;voltage,True
1053,LED EXIT LIGHT DOUBLE FACE,exit_light,,NSL-EXIT-D-RE-5W-HIP-DON-DF-IP20,False,385.0,,W335 H22 D45,,335.0,22.0,45.0,,dimensions_raw,5.0,,,,,IP20,,,,,,,,,,,,,,,LED EXIT LIGHT DOUBLE FACE | NSL-EXIT-D-RE-5W-HIP-DON-DF-IP20 | W335 H22 D45 | 5 | 385.0 | IP20,1,NSL-EXIT-D-RE-5W-HIP-DON-DF-IP20,lumen;cct;voltage,True
1054,LED EXIT LIGHT DOUBLE FACE,exit_light,,NSL-EXIT-D-WM-5W-HIP-DON-DF-IP20,False,385.0,,W335 H22 D45,,335.0,22.0,45.0,,dimensions_raw,5.0,,,,,IP20,,,,,,,,,,,,,,,LED EXIT LIGHT DOUBLE FACE | NSL-EXIT-D-WM-5W-HIP-DON-DF-IP20 | W335 H22 D45 | 5 | 385.0 | IP20,1,NSL-EXIT-D-WM-5W-HIP-DON-DF-IP20,lumen;cct;voltage,True
1055,LED EXIT LIGHT DOUBLE FACE,exit_light,,NSL-EXIT-D-SM-5W-HIP-DON-DF-IP40,False,405.0,,W335 H22 D45,,335.0,22.0,45.0,,dimensions_raw,5.0,,,,,IP40,,,,,,,,,,,,,,,LED EXIT LIGHT DOUBLE FACE | NSL-EXIT-D-SM-5W-HIP-DON-DF-IP40 | W335 H22 D45 | 5 | 405.0 | IP40,1,NSL-EXIT-D-SM-5W-HIP-DON-DF-IP40,lumen;cct;voltage,True
1056,LED EXIT LIGHT DOUBLE FACE,exit_light,,NSL-EXIT-D-RE-5W-HIP-DON-DF-IP40,False,405.0,,W335 H22 D45,,335.0,22.0,45.0,,dimensions_raw,5.0,,,,,IP40,,,,,,,,,,,,,,,LED EXIT LIGHT DOUBLE FACE | NSL-EXIT-D-RE-5W-HIP-DON-DF-IP40 | W335 H22 D45 | 5 | 405.0 | IP40,1,NSL-EXIT-D-RE-5W-HIP-DON-DF-IP40,lumen;cct;voltage,True
1057,LED EXIT LIGHT DOUBLE FACE,exit_light,,NSL-EXIT-D-WM-5W-HIP-DON-DF-IP40,False,405.0,,W335 H22 D45,,335.0,22.0,45.0,,dimensions_raw,5.0,,,,,IP40,,,,,,,,,,,,,,,LED EXIT LIGHT DOUBLE FACE | NSL-EXIT-D-WM-5W-HIP-DON-DF-IP40 | W335 H22 D45 | 5 | 405.0 | IP40,1,NSL-EXIT-D-WM-5W-HIP-DON-DF-IP40,lumen;cct;voltage,True
1058,LED EXIT LIGHT DOUBLE FACE,exit_light,,IP65,True,50.0,,,,,,,,,,,,,,IP65,,,,,,,,,,,,,,,LED EXIT LIGHT DOUBLE FACE | IP65 | 50.0 | IP65,12,IP65__12,dimensions;power;lumen;cct;voltage,True
1062,LED BULKHEAD EXIT LIGHT,exit_light,,NSL-EXIT-S-WM-4W-SMD-TD-XX-IP65-CBS-R,False,275.0,,355x100x55,355.0,100.0,55.0,,,dimensions_raw,4.0,,,,,IP65,,,,,,,,,,,,,,,LED BULKHEAD EXIT LIGHT | NSL-EXIT-S-WM-4W-SMD-TD-XX-IP65-CBS-R | 355x100x55 | 4 | 275.0 | IP65,1,NSL-EXIT-S-WM-4W-SMD-TD-XX-IP65-CBS-R,lumen;cct;voltage,True
1063,LED BULKHEAD EXIT LIGHT,exit_light,,NSL-EXIT-S-WM-4W-SMD-TD-XX-IP65-CBS-L,False,275.0,,355x100x55,355.0,100.0,55.0,,,dimensions_raw,4.0,,,,,IP65,,,,,,,,,,,,,,,LED BULKHEAD EXIT LIGHT | NSL-EXIT-S-WM-4W-SMD-TD-XX-IP65-CBS-L | 355x100x55 | 4 | 275.0 | IP65,1,NSL-EXIT-S-WM-4W-SMD-TD-XX-IP65-CBS-L,lumen;cct;voltage,True
1064,LED BULKHEAD EXIT LIGHT,exit_light,,NSL-EXIT-S-WM-4W-SMD-NS-IP65-CBS-R,False,215.0,,355x100x55,355.0,100.0,55.0,,,dimensions_raw,4.0,,,,,IP65,,,,,,,,,,,,,,,LED BULKHEAD EXIT LIGHT | NSL-EXIT-S-WM-4W-SMD-NS-IP65-CBS-R | 355x100x55 | 4 | 215.0 | IP65,1,NSL-EXIT-S-WM-4W-SMD-NS-IP65-CBS-R,lumen;cct;voltage,True
1065,LED BULKHEAD EXIT LIGHT,exit_light,,NSL-EXIT-S-WM-4W-SMD-NS-IP65-CBS-L,False,215.0,,355x100x55,355.0,100.0,55.0,,,dimensions_raw,4.0,,,,,IP65,,,,,,,,,,,,,,,LED BULKHEAD EXIT LIGHT | NSL-EXIT-S-WM-4W-SMD-NS-IP65-CBS-L | 355x100x55 | 4 | 215.0 | IP65,1,NSL-EXIT-S-WM-4W-SMD-NS-IP65-CBS-L,lumen;cct;voltage,True
1069,LED BULKHEAD EXIT LIGHT,exit_light,,NSL-EXIT-S-WM-4W-SMD-NS-IP65-R,False,215.0,,355x100x55,355.0,100.0,55.0,,,dimensions_raw,4.0,,,,,IP65,,,,,,,,,,,,,,,LED BULKHEAD EXIT LIGHT | NSL-EXIT-S-WM-4W-SMD-NS-IP65-R | 355x100x55 | 4 | 215.0 | IP65,1,NSL-EXIT-S-WM-4W-SMD-NS-IP65-R,lumen;cct;voltage,True
1070,LED BULKHEAD EXIT LIGHT,exit_light,,NSL-EXIT-S-WM-4W-SMD-NS-IP65-L,False,215.0,,355x100x55,355.0,100.0,55.0,,,dimensions_raw,4.0,,,,,IP65,,,,,,,,,,,,,,,LED BULKHEAD EXIT LIGHT | NSL-EXIT-S-WM-4W-SMD-NS-IP65-L | 355x100x55 | 4 | 215.0 | IP65,1,NSL-EXIT-S-WM-4W-SMD-NS-IP65-L,lumen;cct;voltage,True
